reviewID,overall,verified,reviewTime,reviewerID,asin,reviewerName,reviewText,summary,unixReviewTime,label
3104,5,TRUE,"04 12, 2003",A1I1PTMSF28RK9,B00000DMBO,Patrick Oshea,"My wife gave me a Screwpull many years ago. I must have pulled over 2,000 corks without changing the worm. One day, I had a problem with a cork & used brute force - so no more Screwpull. I new that my wife had paid [$] & that the Rabbit (at half that price) was getting good press; so I made my second mistake. The Rabbit started out good but the worm began to stick after a dozen corks. Another problem: when the cork didn't come out easily, the Rabbit pinched my fingers as I released the cork. Thankfully, after 9 months, the Rabbit gave up the ghost. The worm unravelled & couldn't be removed. I have just received a new Screwpull from Amazon. At [
] it is competitively priced, but price is not the point. I expect the Screwpull to last indefinitely. I have learned my lesson - don't use brute force. The worm is now supposedly good for 2,000 pulls. Three or four worms should see me through. I have seen some negative reviews for both products, but I can't identify with the problems attributed to the Screwpull. However, the more numerous negative Rabbit reviews reflect my own experience. I have two tips. When dealing with wax seals, remove the wax before using the corkscrew. If the worm meets resistance in a cork, revert to an old fashioned corkscrew - the cork may be a high-tech product for which neither product is suited. For those who have never used this type of product, I can say that after 10 years I have never had a cork break. For those thinking of reviewing either product - wait until you have removed 50 corks.",What was I thinking?,1050105600,1
3105,5,FALSE,"07 16, 2001",AQAMD65HGUGMO,B00000DMAX,cj the great,"Truly a classic. This game was one of the first I got for the N64, and it is one of my favorites today. As it gives graphics that were hardly ever seen in the early N64 days, it also has gameplay almost unmatched by the games of it's era. The sound is moderate, but sound isn't a very big facter in deciding the rating of the game. A followup on the early SNES version that was also a hit, this game was certainly watched before it's release date, as it stormed into the N64 world and took many fans (as you can see from it's very high review in many chances) right away. It was considered as a very high class game then, and now too. Many of the N64 owners today have one in their hands, and many of those have played the game for over 24 hrs. This game has wonderful graphics and sound for the era that it was made in. The size of a typical game back then, but with the technical advancements of some of the games today. The graphics are very good, as you can distinguish all characters and objects faster than immediatly. The game also shows no slow down rate no matter how many characters or items are on the screen at the same time. The sound is entertaining for a while, and it is different for almost all of the 16 courses, showing wonderful compositions with goofy sound added noises at parts. The gameplay is also great. You may pick one of 8 characters to race with. On a small go - cart, you must race on one of the 16 courses and try to get in first. There are many modes. You can race with a group of 8 racers in a grand prix mode, where you may race a total of 4 races and accumulate points. A vs. mode race will put you against a friend or 2 (or 3) in a single race. There is also a battle mode, which will put you against 1 to 3 other players where the last one alive wins. The items in the game play a big part. Some will boost your speed, while some are used to slow down enemies. Some steal enemies items, and some let you do things such as go invincible or invisible. Most of the however, are used to smash your opponents into the air and slow them down. In battle, it will be used as one of 3 hits to destroy the enemy. The characters are the typical mario game characters: Mario, Luigi, Peach, Toad, Yoshi, Wario, DK, and Bowser. They should all come in handy sometime in the game, and it should be fun to test them all. OVerall, this game is great for having fun. I reccommend it to any one. Great for technology too. This game is right for you.",One of the early N64 games,995241600,1
3107,5,TRUE,"08 07, 2015",AB5FICXSG3QY0,1716069,JVolbeda,This is one of our favorite Dr. Seuss collections!,Five Stars,1438905600,0
3108,5,TRUE,"09 20, 2005",AWQDXDBUG1WZQ,B00000J9DV,Denni,She loves it! I gave this to my daughter for her birthday and she's been inventing new recipes ever since... she absolutely loves it.,She loves it!,1127174400,1
3110,5,FALSE,"07 26, 2015",A2BAZY0SM71CJW,1716069,Cris,This has three great stories that reveal the funny side of human nature - probably best understood 1st through 3rd grade. Read aloud for laughs.,This has three great stories that reveal the funny side of human nature ...,1437868800,0
3115,5,FALSE,"07 04, 2002",A3VYKXHQDICC6,B00000J9DV,philo_vance,"When I cook, I generally prepare 3 or 4 meals worth of whatever recipe I'm using. I find the Little Pro's capacity more than adequate for those kinds of amounts. Enough Salmon and bread crumbs for 8 croquettes, enough potatoes for a dozen or so potato pancakes, and so on. Chopping three or four onions is no problem and saves time and tears. Clean up is a non-issue. Everything but the base goes straight into the dishwasher. I use the juicing attachment when I need to squeeze more than one lemon or orange, but I do agree with the reviewer who expressed concern over the safety of this attachment. I've never injured myself with it, but its easy to see how you could and I'm VERY careful when I use it. With all of its other functions, moving parts are completely enclosed and perfectly safe. It is well-constructed and durable. I can't even remember when I bought mine. Suffice it to say that it was more than ten years ago. I have never had a problem of any kind with it in all that time. I have limited counter space in my kitchen, but I leave the Little Pro on the counter all the time because it has a very small ""footprint"" and is not in the way when not in use. There's no way I could do that with it's larger full-size cousins. If you don't cook for a large crowd and want a useful chopping/shredding/blending tool that you can leave on the counter where you can get at it when you need it, this is a good choice.",Excellent,1025740800,1
3116,5,FALSE,"08 15, 2000",A29Z0OKLTIZ7MN,B00000DMAX,crude101,"This is a really cool game. I played this to death i don't know how many times, sometimes alone and at times with a partner. It's really tragic if you don't have this game when you own an N64, you don't know what you're missing out on. Um...well, this game is pretty easy and you don't really need a strategy guidebook for this one. I think the only reason why it's so damn fun is because on every track and race, you can race it differently. You can try new tricks or even attempt to create your own shortcut-if you are that good! Graphics-wise, it's all a let-down, i was expecting realistic models but i got cartoony characters, but then again- it's mario and friends, right? As a mario fan- you'll want to have this in your hands and if you're not- then play this as a party game. It beats Mario Party in replay value but is somewhat less challenging. So bottomline- it's a little too easy. But that will not prevent it from being a top 100 game of all time (read EGM #100)....",Replay Heaven,966297600,0
3125,2,TRUE,"04 19, 2017",A23FCX5CLQRQ10,B00000JGRP,Iris,It cuts well but rather noisy. I have to use ear plug when I use it.,Three Stars,1492560000,0
3134,3,TRUE,"03 14, 2017",A1UOIJJB4DBVIF,B00000JGRP,Sara M.,"A little larger than I expected and I don't have much counterspace, but a good product.",but a good product.,1489449600,0
3137,4,FALSE,"09 26, 2000",AS210VKE6OUJK,B00000DMAT,Stellari,"Great game, but Perfect Dark is WAY better. If you really like Bond or you can find this game cheap somewhere you might want to pick it up, but if you're just looking for a good first person shooter or multiplayer game skip it and get Perfect Dark instead.","It was great in it's time, but...",969926400,0
3138,3,FALSE,"09 24, 2014",A1BNWEJ7RVPLQ1,1716069,Sunshine on a Rainy Day,"This book contains 3 separate Dr. Seuss stories. I Can Lick 30 Tigers Today is about a cat in the hat character who plans on beating up 30 tigers, but he realizes he can't do it and begins sending tigers away until he gets down to just one tiger. Then he says, ""I'll beat you up right after lunch."" King Looie Katz is about a king cat who loves his tail so much that he puts someone in charge of holding up his tail all day long. Then that person wants the same service and so on until one big line is formed. But the last cat in line feels cheated and quits the job which inspires everyone else to become more ""demo-catic."" The Glunk that Got Thunk is about a little girl who dreams up soft fuzzy little things every day after dinner. But one day she wants more so she dreams bigger. But that dream become much too much for her and her brother must come along and save her. I was disappointed in the quality of the verse in stories 2 and 3 and the messages in stories 1 and 3. One tells us about beating up tigers, and the final story says little girls should just keep on dreaming warm fuzzy little girl dreams because they can't handle more. I love Dr. Seuss, but I do not feel these stories live up to those of his that send good messages like The Lorax or The Sneetches or those stories that are absurdly entertaining like One Fish Two Fish and Fox in Socks.",Three stories by Seuss that don't live up to his best standards,1411516800,1
3140,5,FALSE,"02 16, 2008",AXKDNVCNN50RZ,B00000DMB3,Musicman1967,"(Note:This is the Gamecube Collectors Edition version)I remember ten years ago,seeing the commercial for this game. I always did wonder what it was like. After getting the collectors edition I immediately got started on it. The story focuses,as always,on Link. Link is a young boy living in the Kokiri Forest. One night he has a nightmare,and wakes to discover a fairy named Navi,who will help him through his journey. He is overjoyed but then discovers that the gaurdian of Kokiri Forest,the Great Deku Tree,is dying from a curse. The tree passes along a Spiritual Stone and recommends to see Princess Zelda. Link does so and Zelda tells him to get the other two spiritual stones so Link can get the Master Sword to stop Ganon,King of the Gerudos,from entering the Sacred Realm and stealing the Trifoce,a divine relic. Link achieves the other stones and the Ocarina of Time. Link draws the Sword and finds out he has been tricked by Ganon,who entered the Sacred Realm. Link awakens seven years later,and after discovering he is now an adult,meets Rauru the Sage of Light. According to Rauru,the only way to defeat Ganon is to awaken the Five Sages. That is where the true quest begins. Wow,what a story! Now,the graphics are not bad by today's standards. Neither are the dungeons. They are amazing. And also very complicated.(Please don't mention the Water Temple).Overall this game can be summed up by one word:Perfect. Buy the game,become the hero,and have the time of your life.",A Epic Masterpiece,1203120000,0
